Title,context,question,answers,is_impossible,id,answer_start
Du lịch Hội An,"Thánh địa Mỹ Sơn được UNESCO công nhận là di sản văn hóa thế giới vào năm 1999, thu hút du khách bốn phương thức thường thức những gì còn sót lại của nền văn hóa Chăm Pa cổ. Thánh địa Mỹ Sơn thuộc xã Duy Phú, huyện Duy Xuyên, tỉnh Quảng Nam, cách thành phố Đà Nẵng khoảng 69 km và gần thành cổ Trà Kiệu, bao gồm nhiều đền đài Chăm Pa, trong một thung lũng đường kính khoảng 2 km, bao quanh bởi đồi núi. Đây từng là nơi tổ chức cúng tế của vương triều Chăm Pa. Nổi tiếng bởi kiến trúc độc đáo, ghé thăm các địa chỉ thánh bạn sẽ có cơ hội biết thêm về giá trị lịch sử và sở hữu rất nhiều khung hình chất lượng.",Thánh địa Mỹ Sơn nổi tiếng vì điều gì?,"Nổi tiếng bởi kiến trúc độc đáo, ghé thăm các địa chỉ thánh bạn sẽ có cơ hội biết thêm về giá trị lịch sử",FALSE,7f59706c34a551d58f2ca1f99920d704,460
Ẩm thực Hội An,"Ăn nào các thực thần thân mến, đã đến lúc chúng ta điểm qua những món ngon trong danh sách kinh nghiệm du lịch Hội An rồi đây.",Hội An có những món ngon nào?,"Cao lầu, mì quảng, bánh vạc có thể nhắc đến ngay",TRUE,bed93e1ebd6051ca928d0324a849c1d0,
Ẩm thực Hội An,"Cao lầu là một đặc sản nổi tiếng ở Hội An. Nước sốt đậm đà rưới lên cọng cao lầu chắc nịch, béo bở và thịt ram thơm nức mũi kết hợp với rau sống sẽ đưa ra giác thăng tầm độ ngon. Cao lầu Thanh số 26 Thái Phiên là quán nổi tiếng được lòng người địa phương.",Trải nghiệm ăn cao lầu như thế nào?,"Nước sốt đậm đà rưới lên cọng cao lầu chắc nịch, béo bở và thịt ram thơm nức mũi kết hợp với rau sống sẽ đưa ra giác thăng tầm độ ngon",FALSE,6e5966b5b5035b7c97eea1341e23f861,43
Ẩm thực Hội An,"Cao lầu là một đặc sản nổi tiếng ở Hội An. Nước sốt đậm đà rưới lên cọng cao lầu chắc nịch, béo bở và thịt ram thơm nức mũi kết hợp với rau sống sẽ đưa ra giác thăng tầm độ ngon. Cao lầu Thanh số 26 Thái Phiên là quán nổi tiếng được lòng người địa phương.",Quán ăn cao lầu ngon ở Hội An,Cao lầu Thanh số 26 Thái Phiên là quán nổi tiếng được lòng người địa phương,FALSE,0f29b3d674685e688f05047b98be0619,179
Ẩm thực Hội An,"Bánh vạc hay bánh bông hồng trắng là một món bánh mặn dùng kèm theo nước chấm như chỉ có ở Hội An là rõ nhất. Bánh vạc tại đây thu hút thực khách bởi lớp bột không cản, trong, nhạt và ổn, bánh trong suốt được cả lớp nhân thịt bên trong. Bạn có thể đến quán Bông Hồng trắng số 533 Hai Bà Trưng để thưởng thức nhé.",Bánh vạc còn có tên nào khác không?,bánh bông hồng trắng,FALSE,8d2be8b59334512da8d980512f2c14c9,13
Ẩm thực Hội An,"Bánh vạc hay bánh bông hồng trắng là một món bánh mặn dùng kèm theo nước chấm như chỉ có ở Hội An là rõ nhất. Bánh vạc tại đây thu hút thực khách bởi lớp bột không cản, trong, nhạt và ổn, bánh trong suốt được cả lớp nhân thịt bên trong. Bạn có thể đến quán Bông Hồng trắng số 533 Hai Bà Trưng để thưởng thức nhé.",Bánh vạc là bánh gì?,là một món bánh mặn dùng kèm theo nước chấm như chỉ có ở Hội An là rõ nhất,FALSE,fb1515e8e26c51a9bf4f1b845ea24341,34
Ẩm thực Hội An,"Bánh vạc hay bánh bông hồng trắng là một món bánh mặn dùng kèm theo nước chấm như chỉ có ở Hội An là rõ nhất. Bánh vạc tại đây thu hút thực khách bởi lớp bột không cản, trong, nhạt và ổn, bánh trong suốt được cả lớp nhân thịt bên trong. Bạn có thể đến quán Bông Hồng trắng số 533 Hai Bà Trưng để thưởng thức nhé.",Tại sao bánh vạc nổi tiếng ở Hội An?,"Bánh vạc tại đây thu hút thực khách bởi lớp bột không cản, trong, nhạt và ổn, bánh trong suốt được cả lớp nhân thịt bên trong",FALSE,0af8acab393f5dd4a0e1760a75c30a92,110
Ẩm thực Hội An,"Bánh vạc hay bánh bông hồng trắng là một món bánh mặn dùng kèm theo nước chấm như chỉ có ở Hội An là rõ nhất. Bánh vạc tại đây thu hút thực khách bởi lớp bột không cản, trong, nhạt và ổn, bánh trong suốt được cả lớp nhân thịt bên trong. Bạn có thể đến quán Bông Hồng trắng số 533 Hai Bà Trưng để thưởng thức nhé.",Địa chỉ bánh vạc ngon,Bạn có thể đến quán Bông Hồng trắng số 533 Hai Bà Trưng để thưởng thức nhé,FALSE,d2e8609c14ea530b9424abb968dffefc,237
Ẩm thực Hội An,"Quả là thiếu sót nếu không thèm đến bánh mì Madam Khánh số 115 Trần Cao Vân và bánh mì Phượng số 2B Phan Chu Trinh. Bánh mì ở đây ăn một ổ lo không một buổi bởi chất lượng nhân không chê vào đâu được, pate, thịt, trứng chả, đầy ắp với nước sốt chứa chan hương vị Hội An",Bánh mì ở Hội An có gì đặc biệt?,"Bánh mì ở đây ăn một ổ lo không một buổi bởi chất lượng nhân không chê vào đâu được, pate, thịt, trứng chả, đầy ắp với nước sốt chứa chan hương vị Hội An",FALSE,a603b2af2ed850c2b1f4f6766b9c44ed,116
Ẩm thực Hội An,bánh mì Madam Khánh số 115 Trần Cao Vân và bánh mì Phượng số 2B Phan Chu Trinh,Tiệm bánh mì ngon ở Hội An,bánh mì Madam Khánh số 115 Trần Cao Vân và bánh mì Phượng số 2B Phan Chu Trinh,FALSE,9e489be25bff50aba7b5d77ebeea7487,0
Ẩm thực Hội An,"Món quảng Phú Chiêm đặc trưng của Hội An với cọng mì trắng, nước lèo chuẩn vị, giông ngọt nước do được nấu từ tôm tươi và cua đồng. Món mì này được thưởng thức bánh tráng vàng giòn rượm, nghĩ đến món ăn này thôi đã thấy rồi. Mì quảng Dì Hát số 6 Phan Châu Trinh, mì quảng Chú Hai số 6A Trương Minh Lượng là hai quán khá đông thực khách.",Tại sao mì quảng Hội An nổi tiếng?,"Món quảng Phú Chiêm đặc trưng của Hội An với cọng mì trắng, nước lèo chuẩn vị, giông ngọt nước do được nấu từ tôm tươi và cua đồng. Món mì này được thưởng thức bánh tráng vàng giòn rượm",FALSE,d2bf71f515de5de0a85736092e98c41a,0
Ẩm thực Hội An,"Mì quảng Dì Hát số 6 Phan Châu Trinh, mì quảng Chú Hai số 6A Trương Minh Lượng là hai quán khá đông thực khách.",Tiệm mì quảng ngon ở Hội An,"Mì quảng Dì Hát số 6 Phan Châu Trinh, mì quảng Chú Hai số 6A Trương Minh Lượng là hai quán khá đông thực khách",FALSE,554bc3a412d053c1b917f17072b597cc,0
Du lịch Huế,"Tỉnh Thừa Thiên Huế nằm ở duyên hải miền trung Việt Nam bao gồm phần đất liền và vùng lãnh hải thuộc địa lục địa biển Đông. Phần đất liền Thừa Thiên Huế có địa lý như sau: Điểm cực Bắc: 16044'30'' vĩ Bắc và 107023'48'' kinh Đông tại thôn Giáp Tây, xã Điền Hương, huyện Phong Điền. Điểm cực Nam: 15059'30'' vĩ Bắc và 107041'52'' kinh Đông ở đỉnh núi cực nam, xã Thượng Nhật, huyện Nam Đông. Điểm cực Tây: 16022'45'' vĩ Bắc và 107000'56'' kinh Đông tại bản Paré, xã Hồng Thủy, huyện A Lưới. Điểm cực Đông: 16013'18'' vĩ Bắc và 108012'57'' kinh Đông tại bờ Đông đảo Sơn Chà, thị trấn Lăng Cô, huyện Phú Lộc.",Huế nằm ở đâu?,Tỉnh Thừa Thiên Huế nằm ở duyên hải miền trung Việt Nam bao gồm phần đất liền và vùng lãnh hải thuộc địa lục địa biển Đông,FALSE,df6eb87e168b50c2a4e68569a3a87771,0
Du lịch Huế,"Tỉnh Thừa Thiên Huế nằm ở duyên hải miền trung Việt Nam bao gồm phần đất liền và vùng lãnh hải thuộc địa lục địa biển Đông. Phần đất liền Thừa Thiên Huế có địa lý như sau: Điểm cực Bắc: 16044'30'' vĩ Bắc và 107023'48'' kinh Đông tại thôn Giáp Tây, xã Điền Hương, huyện Phong Điền. Điểm cực Nam: 15059'30'' vĩ Bắc và 107041'52'' kinh Đông ở đỉnh núi cực nam, xã Thượng Nhật, huyện Nam Đông. Điểm cực Tây: 16022'45'' vĩ Bắc và 107000'56'' kinh Đông tại bản Paré, xã Hồng Thủy, huyện A Lưới. Điểm cực Đông: 16013'18'' vĩ Bắc và 108012'57'' kinh Đông tại bờ Đông đảo Sơn Chà, thị trấn Lăng Cô, huyện Phú Lộc.",Huế có toạ độ địa lý ra sao?,"Phần đất liền Thừa Thiên Huế có địa lý như sau: Điểm cực Bắc: 16044'30'' vĩ Bắc và 107023'48'' kinh Đông tại thôn Giáp Tây, xã Điền Hương, huyện Phong Điền. Điểm cực Nam: 15059'30'' vĩ Bắc và 107041'52'' kinh Đông ở đỉnh núi cực nam, xã Thượng Nhật, huyện Nam Đông. Điểm cực Tây: 16022'45'' vĩ Bắc và 107000'56'' kinh Đông tại bản Paré, xã Hồng Thủy, huyện A Lưới. Điểm cực Đông: 16013'18'' vĩ Bắc và 108012'57'' kinh Đông tại bờ Đông đảo Sơn Chà, thị trấn Lăng Cô, huyện Phú Lộc",FALSE,c2c2bb7103785b8fa2145cc8987c0d58,124
Du lịch Huế,"Nhiệt độ trung bình các tháng nóng là từ 27°C - 29°C, tháng nóng nhất (tháng 5, 6) nhiệt độ có thể lên tới 38°C- 40°C.  Mùa lạnh: Từ tháng 10 đến tháng 3 năm sau, chịu ảnh hưởng của gió mùa Đông Bắc nên mưa nhiều, trời lạnh. Nhiệt độ trung bình về mùa lạnh ở vùng đồng bằng là 20°C - 22°C.",Khí hậu ở Huế như thế nào?,"Nhiệt độ trung bình các tháng nóng là từ 27°C - 29°C, tháng nóng nhất (tháng 5, 6) nhiệt độ có thể lên tới 38°C- 40°C.  Mùa lạnh: Từ tháng 10 đến tháng 3 năm sau, chịu ảnh hưởng của gió mùa Đông Bắc nên mưa nhiều, trời lạnh. Nhiệt độ trung bình về mùa lạnh ở vùng đồng bằng là 20°C - 22°C",FALSE,561cfd36890c5181bd2653785afe049f,0
Du lịch Huế,Tỉnh Thừa Thiên Huế nằm ở duyên hải miền trung Việt Nam bao gồm phần đất liền và vùng lãnh hải thuộc địa lục địa biển Đông.,Danh lam thắng cảnh ở Huế có những địa điểm nào?,"Núi Ngự Bình Huế, đại nội Huế, chùa Thiên Mụ hay sông Hương",TRUE,8ff2268c62bc5496be3be5cd8cb964de,
Du lịch Huế,"Núi Ngự Bình ở đâu? Đây là câu hỏi được rất nhiều du khách tò mò khi đặt chân đến xứ Huế. Điểm du lịch này tọa lạc tại xã An Cựu, thành phố Huế, Thừa Thiên Huế. Một trong những ưu điểm nổi bật của núi Ngự Bình là chỉ cách trung tâm thành phố khoảng 4km, rất thuận tiện cho việc di chuyển và tham quan của du khách.",Núi Ngự Bình ở đâu?,"Điểm du lịch này tọa lạc tại xã An Cựu, thành phố Huế, Thừa Thiên Huế",FALSE,ba06b18ce55a5012a7fbc0e4e38252e8,90
Du lịch Huế,"Núi Ngự Bình Huế là một trong những nơi ngưỡng mộ thiên nhiên nổi tiếng. Với phong cảnh bảo tình tuyệt đẹp, du khách đến đây có cảm giác thoải mái sâu lắng cảnh, du thể có thể thỏa sức sức “sống ảo”. Từ đây bạn cũng có thể ngắm nhìn toàn cảnh dòng sông Hương thơ mơ hay hòa mình vào sự bao la của thiên nhiên, đất trời và cả những rừng thông bạc ngàn.",Tại sao núi Ngự Bình Huế nổi tiếng?,"Với phong cảnh bảo tình tuyệt đẹp, du khách đến đây có cảm giác thoải mái sâu lắng cảnh, du thể có thể thỏa sức sức “sống ảo”. Từ đây bạn cũng có thể ngắm nhìn toàn cảnh dòng sông Hương thơ mơ hay hòa mình vào sự bao la của thiên nhiên, đất trời và cả những rừng thông bạc ngàn",FALSE,83828395797c5fb2ae09c0d0ccaea7ee,73
Du lịch Huế,"Đại Nội Huế là một trong những điểm đến quen thuộc nhất không thể bỏ lỡ khi ghé thăm xứ kinh kỳ. Nơi đây lưu giữ nhiều dấu ấn của triều đình nhà Nguyễn. Khu Đại Nội Huế được xây dựng từ đầu thế kỷ XIX đến nửa đầu thế kỷ XX, là một trong số các di tích thuộc cụm Quần thể di tích Cố đô Huế được công nhận là Di sản Văn hoá Thế giới UNESCO từ năm 1993. ",Đại Nội Huế được UNESCO công nhận là Di sản văn hoá thế giới vào năm nào?,năm 1993,FALSE,4de4b39f21fe508083d9ad47f14df2be,341
Du lịch Huế,"Đại Nội Huế là một trong những điểm đến quen thuộc nhất không thể bỏ lỡ khi ghé thăm xứ kinh kỳ. Nơi đây lưu giữ nhiều dấu ấn của triều đình nhà Nguyễn. Khu Đại Nội Huế được xây dựng từ đầu thế kỷ XIX đến nửa đầu thế kỷ XX, là một trong số các di tích thuộc cụm Quần thể di tích Cố đô Huế được công nhận là Di sản Văn hoá Thế giới UNESCO từ năm 1993. ",Đại Nội Huế lưu trữ lịch sử của triều đại nào?,triều đình nhà Nguyễn,FALSE,2e8798f670a7573284f7d87203aff4c9,130
Du lịch Huế,"Đại Nội Huế là một trong những điểm đến quen thuộc nhất không thể bỏ lỡ khi ghé thăm xứ kinh kỳ. Nơi đây lưu giữ nhiều dấu ấn của triều đình nhà Nguyễn. Khu Đại Nội Huế được xây dựng từ đầu thế kỷ XIX đến nửa đầu thế kỷ XX, là một trong số các di tích thuộc cụm Quần thể di tích Cố đô Huế được công nhận là Di sản Văn hoá Thế giới UNESCO từ năm 1993. ",Đại nội Huế nằm ở đâu?,"Địa chỉ: đường 23/8, phường Thuận Hòa, thành phố Huế, tỉnh Thừa Thiên Huế",TRUE,771bf6bb124551fdb457ce95452731ee,
Du lịch Huế,"Đại Nội Huế là một trong những điểm đến quen thuộc nhất không thể bỏ lỡ khi ghé thăm xứ kinh kỳ. Nơi đây lưu giữ nhiều dấu ấn của triều đình nhà Nguyễn. Khu Đại Nội Huế được xây dựng từ đầu thế kỷ XIX đến nửa đầu thế kỷ XX, là một trong số các di tích thuộc cụm Quần thể di tích Cố đô Huế được công nhận là Di sản Văn hoá Thế giới UNESCO từ năm 1993. ",Đại nội Huế được xây dựng vào khi nào?,Khu Đại Nội Huế được xây dựng từ đầu thế kỷ XIX đến nửa đầu thế kỷ XX,FALSE,8a3c639e8c8252de932bd6dfe3069485,153
Du lịch Huế,"Năm 1803 thời kỳ vua Gia Long lên ngôi, ông nhận thấy vùng đất Huế là chốn thanh bình phong cảnh lại thơ mộng trữ tình bên dòng sông Hương. Từ đó, vua Gia Long đã nảy ra ý định chọn vùng đất này là vùng đất làm cố đô của triều đình nhà Nguyễn. Sau 30 năm khởi công xây dựng với bao nhiêu công sức, tổng thể công trình kinh đô mới chính thức được hoàn thành trọn vẹn, Đại Nội Huế mang vẻ đẹp hữu tình, hòa hợp với vẻ đẹp của thiên nhiên.",Ai là người cho khởi công xây dựng kinh thành Huế?,vua Gia Long,FALSE,86dd91b9433c5ac68b5f745d5c34dbc6,17
Du lịch Huế,"Đại Nội Huế có hai khu vực chính là Hoàng thành và Tử Cấm thành, mỗi khu vực lại bao gồm nhiều công trình khác nhau. Khu Hoàng thành gồm có cổng Ngọ Môn, Điện Thái Hòa. Tử Cấm thành là khu vực dành riêng cho vua và hoàng tộc, gồm Đại Cung Môn, Tả Vu và Hữu Vu, Điện Cần Chánh, Thái Bình Lâu, Cung Diên Thọ...",Đại nội Huế có các khu vực nào?,"hai khu vực chính là Hoàng thành và Tử Cấm thành, mỗi khu vực lại bao gồm nhiều công trình khác nhau. Khu Hoàng thành gồm có cổng Ngọ Môn, Điện Thái Hòa. Tử Cấm thành là khu vực dành riêng cho vua và hoàng tộc, gồm Đại Cung Môn, Tả Vu và Hữu Vu, Điện Cần Chánh, Thái Bình Lâu, Cung Diên Thọ",FALSE,2d717424daed51e19cf8c70cd7d2334d,15
Du lịch Huế,"Cầu Tràng Tiền hay còn có nhiều tên gọi khác như cầu Thành Thái, cầu Trường Tiền. Đây là cây cầu biểu tượng cho du lịch của mảnh đất cố đô, nối liền bờ biển sông Hương. Cầu được xây dựng từ năm 1986 với tổng chiều dài của cầu là 402,6 m. Đến nay, trải qua nhiều lần trùng tu, sửa chữa, cầu Tràng Tiền không chỉ là nhân chứng lịch sử mà còn là điểm đến thu hút đông đảo khách du lịch bởi vẻ đẹp của dòng sông Hương thơ mộng.",Cầu Tràng Tiền có tên gọi nào khác không?,"có nhiều tên gọi khác như cầu Thành Thái, cầu Trường Tiền",FALSE,ab0c5d8c9ebd5af18088ae94aa6fb285,23
Du lịch Huế,"Cầu Tràng Tiền hay còn có nhiều tên gọi khác như cầu Thành Thái, cầu Trường Tiền. Đây là cây cầu biểu tượng cho du lịch của mảnh đất cố đô, nối liền bờ biển sông Hương. Cầu được xây dựng từ năm 1986 với tổng chiều dài của cầu là 402,6 m. Đến nay, trải qua nhiều lần trùng tu, sửa chữa, cầu Tràng Tiền không chỉ là nhân chứng lịch sử mà còn là điểm đến thu hút đông đảo khách du lịch bởi vẻ đẹp của dòng sông Hương thơ mộng.",Cầu Tràng Tiền nằm trên dòng sông nào?,sông Hương,FALSE,d718b32c687a5d0bb923d96ce52d9d5a,157
Du lịch Huế,"Cầu Tràng Tiền hay còn có nhiều tên gọi khác như cầu Thành Thái, cầu Trường Tiền. Đây là cây cầu biểu tượng cho du lịch của mảnh đất cố đô, nối liền bờ biển sông Hương. Cầu được xây dựng từ năm 1986 với tổng chiều dài của cầu là 402,6 m. Đến nay, trải qua nhiều lần trùng tu, sửa chữa, cầu Tràng Tiền không chỉ là nhân chứng lịch sử mà còn là điểm đến thu hút đông đảo khách du lịch bởi vẻ đẹp của dòng sông Hương thơ mộng.",Cầu Tràng Tiền được xây dựng vào năm nào?,năm 1986,FALSE,b7d9d2c049fe527a8d9ea3d5645a69c1,190
Du lịch Huế,"Cầu Tràng Tiền hay còn có nhiều tên gọi khác như cầu Thành Thái, cầu Trường Tiền. Đây là cây cầu biểu tượng cho du lịch của mảnh đất cố đô, nối liền bờ biển sông Hương. Cầu được xây dựng từ năm 1986 với tổng chiều dài của cầu là 402,6 m. Đến nay, trải qua nhiều lần trùng tu, sửa chữa, cầu Tràng Tiền không chỉ là nhân chứng lịch sử mà còn là điểm đến thu hút đông đảo khách du lịch bởi vẻ đẹp của dòng sông Hương thơ mộng.",Tổng chiều dài của cầu Tràng Tiền là bao nhiêu?,"tổng chiều dài của cầu là 402,6 m",FALSE,78b9f3a03a5b53efbfeba6d55c28ae3b,203
Du lịch Huế,"Cầu Tràng Tiền hay còn có nhiều tên gọi khác như cầu Thành Thái, cầu Trường Tiền. Đây là cây cầu biểu tượng cho du lịch của mảnh đất cố đô, nối liền bờ biển sông Hương. Cầu được xây dựng từ năm 1986 với tổng chiều dài của cầu là 402,6 m. Đến nay, trải qua nhiều lần trùng tu, sửa chữa, cầu Tràng Tiền không chỉ là nhân chứng lịch sử mà còn là điểm đến thu hút đông đảo khách du lịch bởi vẻ đẹp của dòng sông Hương thơ mộng.",Cầu Tràng Tiền nằm ở đâu?,"nằm trên tuyến đường Lê Lợi và Trần Hưng Đạo, ngay trung tâm TP. Huế",TRUE,a03762f709e75de59f346d0c8e43f1fb,
Du lịch Huế,"Dòng nước từ sông Hương khởi nguồn từ núi Trường Sơn Đông, chiều dài của sông lên tới 80km, bước qua thôn Vĩ Dạ, chùa Thiên Mụ,… Dòng nước hiền hòa của sông cân cho du khách liên tưởng đến sự dịu dàng, một nét thuỳ mị của người con gái Huế. Hai bên dòng sông là những thảm cỏ xanh mơn mởn, những công trình kiến trúc độc đáo – vì vậy sông Hương không chỉ là danh lam thắng cảnh nổi tiếng ở Huế mà còn là niềm tự hào, hãnh diện của người dân xứ kinh kỳ.",Nguồn của sông Hương chảy từ đâu?,Dòng nước từ sông Hương khởi nguồn từ núi Trường Sơn Đông,FALSE,580655ad81e0522a8e3b8d4b5139d7a8,0
Du lịch Huế,"Dòng nước từ sông Hương khởi nguồn từ núi Trường Sơn Đông, chiều dài của sông lên tới 80km, bước qua thôn Vĩ Dạ, chùa Thiên Mụ,… Dòng nước hiền hòa của sông cân cho du khách liên tưởng đến sự dịu dàng, một nét thuỳ mị của người con gái Huế. Hai bên dòng sông là những thảm cỏ xanh mơn mởn, những công trình kiến trúc độc đáo – vì vậy sông Hương không chỉ là danh lam thắng cảnh nổi tiếng ở Huế mà còn là niềm tự hào, hãnh diện của người dân xứ kinh kỳ.",Chiều dài của sông Hương là bao nhiêu?,"chiều dài của sông lên tới 80km, bước qua thôn Vĩ Dạ, chùa Thiên Mụ,…",FALSE,473ebb3a835955258d4c8f7083a1b078,59
Du lịch Huế,"Dòng nước từ sông Hương khởi nguồn từ núi Trường Sơn Đông, chiều dài của sông lên tới 80km, bước qua thôn Vĩ Dạ, chùa Thiên Mụ,… Dòng nước hiền hòa của sông cân cho du khách liên tưởng đến sự dịu dàng, một nét thuỳ mị của người con gái Huế. Hai bên dòng sông là những thảm cỏ xanh mơn mởn, những công trình kiến trúc độc đáo – vì vậy sông Hương không chỉ là danh lam thắng cảnh nổi tiếng ở Huế mà còn là niềm tự hào, hãnh diện của người dân xứ kinh kỳ.",Có thể cảm nhận điều gì từ sông Hương? ,"Dòng nước hiền hòa của sông cân cho du khách liên tưởng đến sự dịu dàng, một nét thuỳ mị của người con gái Huế",FALSE,046a593ee6eb5b1da7bf3c2427003a92,129
Du lịch Huế,"Dòng nước từ sông Hương khởi nguồn từ núi Trường Sơn Đông, chiều dài của sông lên tới 80km, bước qua thôn Vĩ Dạ, chùa Thiên Mụ,… Dòng nước hiền hòa của sông cân cho du khách liên tưởng đến sự dịu dàng, một nét thuỳ mị của người con gái Huế. Hai bên dòng sông là những thảm cỏ xanh mơn mởn, những công trình kiến trúc độc đáo – vì vậy sông Hương không chỉ là danh lam thắng cảnh nổi tiếng ở Huế mà còn là niềm tự hào, hãnh diện của người dân xứ kinh kỳ.",Xung quanh sông Hương có những gì?,"Hai bên dòng sông là những thảm cỏ xanh mơn mởn, những công trình kiến trúc độc đáo – vì vậy sông Hương không chỉ là danh lam thắng cảnh nổi tiếng ở Huế mà còn là niềm tự hào, hãnh diện của người dân xứ kinh kỳ",FALSE,7cef9028e63159be8b4b37504e9d96a7,241
Du lịch Huế,"Chùa Thiên Mụ Huế còn được biết đến với tên gọi khác là chùa Linh Mụ, tọa lạc trên ngọn đồi Hạ Khuê, thuộc địa phận phường Kim Long, TP Huế, tỉnh Thừa Thiên Huế. Chùa nằm bên bờ Bắc của sông Hương, cách trung tâm TP Huế khoảng 5km về phía Tây. Nơi đây sở hữu phong cảnh hữu tình, trở thành điểm dừng chân không thể bỏ qua của du khách mỗi khi ghé thăm đất cố đô.",Chùa Thiên Mụ nằm ở đâu?,"tọa lạc trên ngọn đồi Hạ Khuê, thuộc địa phận phường Kim Long, TP Huế, tỉnh Thừa Thiên Huế",FALSE,e7b1693fde4757cb997520742fc7cb19,70
Du lịch Huế,"Chùa Thiên Mụ Huế còn được biết đến với tên gọi khác là chùa Linh Mụ, tọa lạc trên ngọn đồi Hạ Khuê, thuộc địa phận phường Kim Long, TP Huế, tỉnh Thừa Thiên Huế. Chùa nằm bên bờ Bắc của sông Hương, cách trung tâm TP Huế khoảng 5km về phía Tây. Nơi đây sở hữu phong cảnh hữu tình, trở thành điểm dừng chân không thể bỏ qua của du khách mỗi khi ghé thăm đất cố đô.",Chùa Thiên Mụ còn có tên gọi khác là gì?,chùa Linh Mụ,FALSE,f6e30a47e734504dbdf09cb03b4a7282,56
Du lịch Huế,"Chùa Thiên Mụ Huế còn được biết đến với tên gọi khác là chùa Linh Mụ, tọa lạc trên ngọn đồi Hạ Khuê, thuộc địa phận phường Kim Long, TP Huế, tỉnh Thừa Thiên Huế. Chùa nằm bên bờ Bắc của sông Hương, cách trung tâm TP Huế khoảng 5km về phía Tây. Nơi đây sở hữu phong cảnh hữu tình, trở thành điểm dừng chân không thể bỏ qua của du khách mỗi khi ghé thăm đất cố đô.",Chùa Thiên Mụ cách bao xa Huế?,"Chùa nằm bên bờ Bắc của sông Hương, cách trung tâm TP Huế khoảng 5km về phía Tây. Nơi đây sở hữu phong cảnh hữu tình, trở thành điểm dừng chân không thể bỏ qua của du khách mỗi khi ghé thăm đất cố đô",FALSE,8ce2ed28ef1258a08b5be1f414ea8677,162
Du lịch Huế,"Theo sử sách ghi chép lại, chúa Nguyễn Hoàng - Vị chúa đầu tiên của Đàng Trong là người có công xây dựng ngôi chùa này. Năm 1601, để chuẩn bị cho quá trình mở rộng bờ cõi, xây dựng giang sơn cơ đồ, chúa Nguyễn Hoàng đã cùng binh lính rong ruổi vó ngựa dọc hai bên bờ sông Hương. Ông bất chợt bắt gặp hình ảnh một ngọn đồi nhỏ nhô lên bên dòng sông xanh biếc, thế tựa con rồng quay đầu nhìn lại. Ngôi đền được xây dựng bởi hoàng đế Nguyễn Hoàng từ năm 1601, đến nay, công trình đã trải qua rất nhiều bụi tu, hoàn thiện. Đến với tháp chùa này, du khách sẽ có cơ hội khám phá kiến trúc kiến trúc từng khu vực như: Điện Đại Hùng, tháp Phước Duyên, khu một cố hòa thượng Thích Đôn Hậu hay điện Địa Tạng…",Lịch sử của chùa Thiên Mụ,"Theo sử sách ghi chép lại, chúa Nguyễn Hoàng - Vị chúa đầu tiên của Đàng Trong là người có công xây dựng ngôi chùa này. Năm 1601, để chuẩn bị cho quá trình mở rộng bờ cõi, xây dựng giang sơn cơ đồ, chúa Nguyễn Hoàng đã cùng binh lính rong ruổi vó ngựa dọc hai bên bờ sông Hương. Ông bất chợt bắt gặp hình ảnh một ngọn đồi nhỏ nhô lên bên dòng sông xanh biếc, thế tựa con rồng quay đầu nhìn lại",FALSE,11a205cfd53355688afd4c4a660a125c,0
Du lịch Huế,"Theo sử sách ghi chép lại, chúa Nguyễn Hoàng - Vị chúa đầu tiên của Đàng Trong là người có công xây dựng ngôi chùa này. Năm 1601, để chuẩn bị cho quá trình mở rộng bờ cõi, xây dựng giang sơn cơ đồ, chúa Nguyễn Hoàng đã cùng binh lính rong ruổi vó ngựa dọc hai bên bờ sông Hương. Ông bất chợt bắt gặp hình ảnh một ngọn đồi nhỏ nhô lên bên dòng sông xanh biếc, thế tựa con rồng quay đầu nhìn lại. Ngôi đền được xây dựng bởi hoàng đế Nguyễn Hoàng từ năm 1601, đến nay, công trình đã trải qua rất nhiều bụi tu, hoàn thiện. Đến với tháp chùa này, du khách sẽ có cơ hội khám phá kiến trúc kiến trúc từng khu vực như: Điện Đại Hùng, tháp Phước Duyên, khu một cố hòa thượng Thích Đôn Hậu hay điện Địa Tạng…",Ai là người cho xây dựng chùa Thiên Mụ?,chúa Nguyễn Hoàng,FALSE,a90f429fd38550c08766ccd8bb6e31df,27
